ID;Deca;Competitor;DOB;Nat;Pos;Venue;Date;100m;Long_Jump;Shot_Put;High_Jump;400m;110m_Hurdles;Discus_Throw;Pole_Vault;Javelin_Throw;1500m;k3;k4;k5
2884;7560;Lars Albert;09.02.1982;GER;2;Püttlingen;17.06.2012;-1.053161425;0.060478874;1.272383684;-1.220493374;-1.537398603;-0.53557469;0.761789908;0.430428653;0.036311508;-0.672645095;0;2;4
2885;7769;Kun-woo Kim;29.02.1980;KOR;1;Changwon;21.06.2012;-0.472636669;0.432209436;-0.485562245;-0.552503748;0.195597047;-0.546674087;-0.348212889;0.843247348;-0.639860653;1.068242054;1;3;3
2886;9039;Ashton Eaton;21.01.1988;USA;1;Eugene (Hayward Field). OR;23.06.2012;2.662197016;2.914057597;0.178033238;0.838228753;1.87872232;1.628807911;0.115186337;1.472626669;0.212704246;1.548486784;0;3;3
2887;8383;Trey Hardee;07.02.1984;USA;2;Eugene (Hayward Field). OR;23.06.2012;1.772059056;1.022605034;1.260741658;0.235943024;0.42001375;1.617708513;1.505384014;0.843247348;-0.061684457;-1.40158799;0;2;4
2888;7954;Gray Horn;18.02.1990;USA;3;Eugene (Hayward Field). OR;23.06.2012;0.494904592;1.153804055;-0.322573881;-0.059724515;-0.477653062;0.618762697;-0.865495745;0.843247348;-0.159680422;0.450784543;1;3;3
2889;7931;Joe Detmer;03.09.1983;USA;4;Eugene (Hayward Field). OR;23.06.2012;0.378799641;0.563408457;-0.543772375;-0.651059595;0.395078561;-0.080499374;-0.434426698;0.63345424;-0.443868722;1.488456193;1;3;3
2890;7744;Chris Helwick;18.03.1985;USA;5;Eugene (Hayward Field). OR;23.06.2012;-1.078962526;-1.010979804;0.212959316;-0.355392055;-1.200773549;-0.591071679;0.298390682;0.63345424;1.623846148;0.390753951;1;0;0
2891;7715;Ryan Harlan;25.04.1981;USA;6;Eugene (Hayward Field). OR;23.06.2012;-0.446835569;-1.10937907;1.097753294;0.531610564;-0.552458629;0.585464504;0.535478658;0.430428653;0.487092949;-1.821802129;0;2;4
2892;7712;Miller Moss;14.03.1988;USA;7;Eugene. OR;23.06.2012;0.727114495;-0.672048998;0.061612978;-0.935776484;0.12079148;-0.069399976;0.546255384;0.227403065;-0.610461863;0.227813775;0;2;4
2893;7692;Qi Guo;28.12.1990;CHN;1;Fuzhou;24.06.2012;-0.640343821;-0.070720148;-0.601982506;0.64111706;0.070921101;0.296880157;-0.283552531;0.227403065;-0.610461863;-0.149521371;1;0;0
2894;7606;Haifeng Qi;07.08.1983;CHN;2;Fuzhou;24.06.2012;-0.58874162;-0.409650954;-0.473920219;0.038831331;-0.627264197;-0.313586731;0.78334336;-0.17188059;0.39889658;-0.261006754;1;2;4
2895;7590;Bin Yu;26.11.1985;CHN;3;Fuzhou;24.06.2012;-0.279128417;0.082345378;-0.380784011;-0.837220638;-0.402847494;-0.568872883;0.546255384;0.024377478;0.604688108;-0.56973551;0;2;4
2896;8107;Damian Warner;04.11.1989;CAN;1;Calgary;28.06.2012;1.978467858;0.694607479;-0.846465052;-0.552503748;0.843911967;0.962844034;-0.843942293;0.430428653;0.614487704;0.502239335;1;3;3
2897;8558;Pascal Behrenbruch;19.01.1985;GER;1;Helsinki;28.06.2012;0.494904592;-0.048853644;2.110609558;0.038831331;0.756638805;0.962844034;1.322179669;0.843247348;1.486651796;0.390753951;0;2;4
2898;8321;Oleksiy Kasyanov;26.08.1985;UKR;2;Helsinki;28.06.2012;1.552749704;0.858606256;0.306095524;0.334498871;1.030925886;0.87404885;1.214412407;0.430428653;-0.737856618;0.450784543;0;2;4
2899;8219;Ilya Shkurenev;11.01.1991;RUS;3;Helsinki;28.06.2012;0.35299854;0.39940968;-0.555414401;0.9367846;-0.053754845;0.851850054;0.567808836;1.262833562;-0.100882843;0.613724719;1;3;3
2900;8154;Mihail Dudaš;01.11.1989;SRB;4;Helsinki;28.06.2012;0.843219446;0.508742198;-0.217795647;0.038831331;1.06832867;0.108190392;0.287613956;0.430428653;0.379297387;0.725210103;1;3;3
2901;8098;Gaël Quérin;26.06.1987;FRA;5;Helsinki;28.06.2012;-0.188824566;1.044471537;-0.636908584;0.038831331;0.956120319;0.674259687;-0.423649972;0.843247348;-0.551664284;1.36839501;1;3;3
2902;8052;Roman Šebrle;26.11.1974;CZE;6;Helsinki;28.06.2012;-0.253327316;0.694607479;0.504009967;0.334498871;-0.028819656;0.563265708;0.395381218;0.63345424;0.643886494;-0.518280717;0;2;4
2903;8003;Norman Müller;07.08.1985;GER;7;Helsinki;28.06.2012;0.056285887;0.191677896;0.666998331;0.334498871;0.631962859;0.041594004;-0.251222353;0.430428653;-0.287075177;0.725210103;1;3;3
2904;7998;Adam Sebastian Helcelet;27.10.1991;CZE;8;Helsinki;28.06.2012;0.404600741;0.344743421;0.0266869;0.64111706;-0.091157629;0.851850054;-0.693068126;0.430428653;0.624287301;-0.098066578;1;3;3
2905;7948;Mikalai Shubianok;04.05.1985;BLR;9;Helsinki;28.06.2012;-0.666144921;-0.234718925;1.016259112;0.334498871;-0.253236359;0.396774738;0.341497587;0.227403065;0.163706263;0.502239335;0;2;4
2906;7644;Tarmo Riitmuru;31.01.1986;EST;14;Helsinki;28.06.2012;-1.104763626;-0.956313545;-0.136301465;0.038831331;-0.951421657;0.108190392;0.104409611;-5.321962995;-0.375271546;0.390753951;1;0;0
2907;8276;Luiz Alberto de Araújo;27.06.1987;BRA;1;São Paulo (IDCM);30.06.2012;0.869020546;0.585274961;0.701924409;0.137387178;0.756638805;1.029440422;0.858780443;0.63345424;-0.777055004;0.725210103;0;2;4
2908;8415;Kevin MaIer;10.02.1992;FRA;;Bruxelles;01.07.2012;-0.253327316;0.88047276;-0.508846297;1.243402789;0.631962859;0.896247646;0.19062342;1.154553249;0.614487704;1.308364419;1;3;3
2909;7543;Jonay Jordán;12.05.1991;ESP;1;Barcelona (Serrahima);03.07.2012;0.262694689;-0.103519903;0.25952742;0.137387178;-0.315574332;0.696458483;-0.402096519;-0.760654794;0.055910702;-1.212920417;0;2;4
2910;8003;Attila Szabó;16.07.1984;HUN;1;Budapest;03.07.2012;-0.421034468;0.290077162;0.911480877;-0.453947901;-0.003884466;-0.013902986;0.675576098;-0.077135316;1.70224292;0.013418806;0;2;4
2911;7981;Darius Draudvila;29.03.1983;LTU;1;Grodno;07.07.2012;0.35299854;0.191677896;1.039543164;-0.552503748;0.60702767;1.096036809;1.505384014;-0.17188059;-0.56146388;-0.466825925;0;2;4
2912;7536;Aliaksei Spiryn;03.06.1992;BLR;2;Grodno;07.07.2012;-1.633686182;-0.442450709;0.131465134;0.038831331;-0.36544471;-0.53557469;0.039749254;-0.564396726;0.39889658;0.502239335;1;0;0
2913;7872;David Gómez;13.02.1981;ESP;1;Vigo;07.07.2012;0.056285887;0.454075939;-0.369141985;0.038831331;-0.091157629;0.485569922;-0.876272471;0.064982595;0.45769416;0.785240694;1;3;3
2914;7881;Bastien Auzeil;22.10.1989;FRA;1;Aubagne;08.07.2012;0.030484787;0.39940968;0.434157811;0.739672906;-0.178430791;0.396774738;0.255283777;0.944760141;-0.728057022;-1.024252844;0;2;4
2915;7911;Jérémy Leliévre;08.02.1991;FRA;1;Aubagne;08.07.2012;0.778716695;0.246344155;0.31773755;-0.935776484;0.619495264;-0.468978302;0.169069968;0.125890272;0.153906667;0.725210103;0;3;3
2916;7509;Matthias Cerlati;25.10.1983;FRA;2;Aubagne;08.07.2012;-0.163023465;0.027679119;0.341021602;-0.453947901;-1.038694819;-0.735363853;0.815673539;0.125890272;-0.208678405;-1.212920417;0;2;4
2917;7664;Dominik Distelberger;16.03.1990;AUT;1;Nieuwpoort;08.07.2012;0.520705692;0.344743421;-1.114231651;-0.749615441;0.719236021;-0.069399976;-0.391319793;0.63345424;-0.698658232;-0.261006754;1;3;3
2918;8130;Kai Kazmirek;28.01.1991;GER;1;MRZburg;22.07.2012;0.701313394;0.618074716;-0.380784011;1.046291096;1.118199049;-0.113797567;-0.617631043;0.944760141;-0.130281633;0.339299159;1;3;3
2919;7662;Hendrik Lepik;18.04.1990;EST;1;Rakvere;29.07.2012;-0.56294052;1.099137796;-0.043165256;1.243402789;-1.200773549;-0.269189139;-1.436662232;0.944760141;-0.649660249;-0.672645095;1;3;3
2920;7548;Maicel Uibo;27.12.1992;EST;2;Rakvere;29.07.2012;-1.027360325;0.727407235;-1.521702561;1.243402789;-1.375319873;-0.457878904;-0.499087055;-0.077135316;-0.208678405;0.502239335;1;0;0
2921;8055;Mikalai Shubianok;04.05.1985;BLR;1;Asikkala;05.08.2012;-1.053161425;-0.070720148;0.725208461;1.046291096;-0.440250278;0.374575942;0.27683723;0.430428653;0.918275197;0.450784543;0;2;4
2922;7725;Anatoli Koshar;11.06.1989;BLR;2;Asikkala;05.08.2012;-1.130564726;-0.518983472;0.282811472;1.046291096;-0.465185467;-0.324686128;0.341497587;-0.17188059;0.516491739;0.013418806;1;2;4
2923;7597;Niels Pittomvils;18.07.1992;BEL;1;Dilbeek;05.08.2012;-0.885454273;-1.338977358;0.038328926;-0.059724515;-0.714537359;-0.53557469;-0.488310329;1.053040455;0.046111105;0.279268568;1;0;0
2924;8869;Ashton Eaton;21.01.1988;USA;1;London (Olympic Stadium);09.08.2012;2.223578311;2.345528503;0.504009967;0.838228753;1.754046374;1.839696472;0.061302706;1.262833562;0.673285284;0.390753951;0;3;3
2925;8671;Trey Hardee;07.02.1984;USA;2;London (Olympic Stadium);09.08.2012;2.017169509;0.967938774;0.946406956;0.235943024;1.005990697;1.861895268;1.332956395;0.430428653;1.369056638;0.013418806;0;2;4
2926;8523;Leonel Suárez;01.09.1987;CUB;3;London (Olympic Stadium);09.08.2012;-0.472636669;0.935139019;0.387589706;1.451465131;0.457416534;0.563265708;0.772566634;0.227403065;2.907593295;0.613724719;0;2;4
2927;8447;Hans van Alphen;12.01.1982;BEL;4;London (Olympic Stadium);09.08.2012;0.146589738;1.263136573;1.097753294;0.838228753;0.370143372;-0.04720118;1.332956395;0.430428653;0.634086897;1.016787261;0;2;4
2928;8442;Damian Warner;04.11.1989;CAN;5;London (Olympic Stadium);09.08.2012;1.823661257;0.989805278;-0.159585517;0.838228753;0.956120319;0.663160289;0.804896812;0.227403065;0.790880442;0.613724719;0;3;3
2929;8320;Rico Freimuth;14.03.1988;GER;6;London (Olympic Stadium);09.08.2012;1.320539801;0.104211881;0.655356305;-0.651059595;1.043393481;1.351322962;1.51616074;0.63345424;-0.002886878;0.167783184;0;2;4
2930;8283;Oleksiy Kasyanov;26.08.1985;UKR;7;London (Olympic Stadium);09.08.2012;1.591451354;1.022605034;0.352663628;0.235943024;0.806509183;1.062738615;0.988101157;0.024377478;-0.375271546;0.390753951;0;3;3
2931;8219;Sergey Sviridov;20.10.1990;RUS;8;London (Olympic Stadium);09.08.2012;0.933523297;0.749273738;0.341021602;0.235943024;0.532222102;-0.746463251;1.14975205;0.024377478;1.633645744;0.227813775;0;2;4
2932;8173;Willem Coertzen;30.12.1982;RSA;9;London (Olympic Stadium);09.08.2012;0.030484787;0.005812615;-0.113017413;0.838228753;0.74417121;0.98504283;0.287613956;-0.17188059;1.094667935;0.785240694;1;3;3
2933;8126;Pascal Behrenbruch;19.01.1985;GER;10;London (Olympic Stadium);09.08.2012;0.120788638;-0.048853644;1.22581558;-0.059724515;-0.128560412;0.729756677;0.535478658;0.227403065;1.094667935;0.227813775;0;2;4
2934;8034;Eelco Sintnicolaas;07.04.1987;NED;11;London (Olympic Stadium);09.08.2012;0.727114495;0.530608702;0.166391212;-0.355392055;0.569624886;0.585464504;-2.169479612;1.472626669;0.212704246;0.562269927;1;3;3
2935;7988;Brent Newdick;31.01.1985;NZL;12;London (Olympic Stadium);09.08.2012;0.004683687;0.508742198;0.818344669;-0.059724515;-0.228301169;-0.213692149;0.858780443;0.227403065;0.359698194;0.167783184;0;2;4
2936;7972;Gonzalo Barroilhet;19.08.1986;CHI;13;London (Olympic Stadium);09.08.2012;-0.227526216;-0.956313545;0.387589706;0.838228753;-0.714537359;1.029440422;-0.218892174;1.689187296;-0.022486071;-0.36391634;1;0;0
2937;7956;Yordani García;21.11.1988;CUB;14;London (Olympic Stadium);09.08.2012;0.869020546;-1.087512566;0.37594768;0.235943024;0.619495264;0.851850054;-0.003357651;0.024377478;0.359698194;0.116328391;1;2;4
2938;7952;Kevin MaIer;10.02.1992;FRA;15;London (Olympic Stadium);09.08.2012;-0.61454272;0.005812615;0.073255004;0.838228753;0.619495264;-0.96845121;-0.240445627;0.227403065;0.741882459;1.016787261;1;3;3
2939;7948;Ilya Shkurenev;11.01.1991;RUS;16;London (Olympic Stadium);09.08.2012;0.262694689;0.213544399;-0.753328844;0.531610564;0.008583128;0.640961493;0.27683723;1.053040455;-0.522265494;-0.098066578;1;3;3
2940;7928;Eduard Mikhan;07.06.1989;BLR;17;London (Olympic Stadium);09.08.2012;1.049628248;-0.595516235;0.573862123;-0.355392055;0.818976778;0.98504283;0.470818301;-0.374906178;-0.247876791;0.167783184;0;2;4
2941;7926;Dmitriy Karpov;23.07.1981;KAZ;18;London (Olympic Stadium);09.08.2012;0.546506793;0.104211881;1.807916881;0.235943024;-0.003884466;0.629862095;0.589362289;1.053040455;-1.090642094;-1.778923135;0;2;4
2942;7849;Luiz Alberto de Araújo;27.06.1987;BRA;19;London (Olympic Stadium);09.08.2012;1.165733199;-0.026987141;-0.310931855;-0.355392055;0.931185129;0.097090994;0.546255384;0.024377478;-0.84565218;0.167783184;0;3;3
2943;7842;Keisuke Ushiro;24.07.1986;JPN;20;London (Olympic Stadium);09.08.2012;-0.61454272;-0.803248019;-0.252721725;0.235943024;-0.552458629;-0.813059638;0.977324431;0.63345424;1.329858252;0.116328391;1;2;4
2944;7805;Ingmar Vos;28.05.1986;NED;21;London (Olympic Stadium);09.08.2012;0.35299854;0.268210658;-0.124659439;-0.059724515;0.12079148;0.341277749;-0.003357651;-0.17188059;0.614487704;-0.466825925;0;3;3
2945;7649;Edgars Erinš;18.06.1986;LAT;22;London (Olympic Stadium);09.08.2012;0.31429689;-0.497116969;-0.357499959;-0.355392055;-0.452717872;-0.4800777;0.621692467;-0.17188059;-0.002886878;0.279268568;1;3;4
2946;7586;Jangy Addy;03.02.1985;LBR;23;London (Olympic Stadium);09.08.2012;0.611009543;-0.693915501;0.725208461;-0.355392055;0.694300832;0.87404885;0.740236455;-0.760654794;-1.031844514;-1.358708996;0;2;4
2947;7636;Sami Itani;24.03.1987;FIN;1;Lahti;24.08.2012;-0.163023465;-0.540849976;0.434157811;0.531610564;-0.390379899;0.108190392;-0.54219396;-0.66590952;0.702684073;-0.312461547;1;0;0
2948;7924;Kai Kazmirek;28.01.1991;GER;1;Hannover;26.08.2012;0.35299854;0.060478874;-1.137515703;0.64111706;1.71664359;0.074892198;-0.358989615;0.63345424;-0.159680422;-0.046611785;1;3;3
2949;7884;Johannes Hock;24.03.1992;GER;2;Hannover;26.08.2012;0.35299854;-0.234718925;1.097753294;-1.121937528;0.12079148;-0.213692149;1.591597823;0.024377478;0.585088915;-0.56973551;0;2;4
2950;7596;Felix Hepperle;01.01.1989;GER;4;Hannover;26.08.2012;0.094987538;0.530608702;-0.951243286;0.038831331;0.731703616;-0.468978302;-1.867731279;0.430428653;-0.894650163;0.502239335;1;3;3
2951;7620;Pavel Rudnev;26.10.1992;RUS;2;Adler;08.09.2012;0.004683687;0.475942443;-0.93960126;0.64111706;-0.490120656;-0.269189139;-1.18879753;0.430428653;-1.237636042;0.613724719;1;3;3
2952;7703;Attila Zsivóczky-Pandel;29.04.1977;HUN;1;Budapest;16.09.2012;-0.640343821;-0.125386407;0.99297506;0.531610564;-1.063630008;-0.53557469;0.255283777;-0.760654794;0.506692142;0.450784543;0;2;4
2953;8293;Hans van Alphen;12.01.1982;BEL;1;Talence;16.09.2012;0.030484787;0.268210658;0.958048982;0.433054717;0.44494894;-0.135996363;1.473053835;0.268008183;1.231862286;0.613724719;0;2;4
2954;8218;Oleksiy Kasyanov;26.08.1985;UKR;2;Talence;16.09.2012;1.281838151;0.989805278;0.713566435;-0.158280362;0.619495264;0.618762697;1.160528776;0.47103377;-0.698658232;0.167783184;0;2;4
2955;8064;Adam Sebastian Helcelet;27.10.1991;CZE;3;Talence;16.09.2012;0.004683687;0.246344155;0.236243368;1.046291096;0.432481345;0.518868116;-0.208115448;0.47103377;0.447894563;0.013418806;1;3;3
2956;7941;Eelco Sintnicolaas;07.04.1987;NED;4;Talence;16.09.2012;0.120788638;0.530608702;-0.089733361;-0.453947901;-0.178430791;0.174786779;-0.251222353;1.519999306;-0.316473967;0.116328391;1;3;3
2957;7935;Kevin MaIer;10.02.1992;FRA;5;Talence;16.09.2012;-0.937056474;-0.333118191;-0.473920219;1.046291096;-0.028819656;0.074892198;-0.046464556;0.883852465;0.222503843;0.725210103;1;0;0
2958;7750;Scott McLaren;22.02.1982;NZL;1;Waitakere;17.02.2013;0.31429689;-0.857914278;0.236243368;-0.158280362;0.070921101;-0.824159036;0.319944134;0.430428653;-0.091083247;0.279268568;1;2;4
2959;7953;José Angel Mendieta;16.10.1991;CUB;1;La Habana (Estadio Panamericano);17.03.2013;0.146589738;0.508742198;1.004617086;0.137387178;0.133259074;0.574365106;-0.208115448;-0.760654794;1.055469549;0.116328391;0;2;4
2960;8011;Curtis Beach;22.07.1990;USA;1;Austin. TX;28.03.2013;1.23023595;1.077271293;-0.974527338;0.235943024;0.943652724;0.252482565;-1.285788066;1.053040455;-1.512024745;1.308364419;1;3;3
2961;7904;Romain Martin;12.07.1988;FRA;2;Austin. TX;28.03.2013;0.572307893;-1.131245574;-0.334215907;0.838228753;-0.215833575;0.674259687;-0.326659436;0.63345424;0.643886494;-0.046611785;1;0;0
2962;7508;Anderson Venâncio;06.01.1987;BRA;1;São Paulo (IDCM);30.03.2013;0.146589738;-1.010979804;-0.450636167;-0.453947901;0.070921101;-0.113797567;-0.132678365;0.430428653;0.006912719;-1.067131838;1;0;0
2963;7593;Pat Arbour;17.03.1988;CAN;1;Tucson. AZ;05.04.2013;-1.233769127;-0.409650954;0.981333034;-0.935776484;-1.362852279;-0.191493353;1.904122882;-0.374906178;1.173064707;-1.170041423;0;2;4
2964;7712;Terry Prentice;07.01.1989;USA;;Fayetteville. AR;08.04.2013;1.281838151;0.213544399;-0.171227543;0.64111706;-0.52752344;0.829651259;-0.736175031;-0.374906178;-1.110241287;0.064873599;1;3;3
2965;8223;Maicel Uibo;27.12.1992;EST;1;Athens. GA;12.04.2013;0.31429689;1.755132905;-0.869749104;0.838228753;-0.639731791;-0.102698169;1.526937466;0.741734554;0.261702229;0.562269927;0;3;3
2966;7824;Garrett Scantling;19.05.1993;USA;2;Athens. GA;12.04.2013;0.727114495;-0.289385184;0.364305654;1.144846942;-0.091157629;-0.113797567;-1.393555328;0.531941447;1.163265111;-1.212920417;1;3;3
2967;7824;Keisuke Ushiro;24.07.1986;JPN;1;Wakayama;28.04.2013;-1.027360325;-0.617382738;0.131465134;-0.059724515;-0.727004954;-0.258089741;1.505384014;0.430428653;1.035870356;-0.149521371;0;2;4
2968;8390;Andrei Krauchanka;04.01.1986;BLR;1;Firenze (Stadio Ridolfi);03.05.2013;-0.163023465;0.585274961;0.573862123;1.046291096;0.320272994;1.04053982;0.837226991;0.944760141;0.467493756;0.613724719;0;2;4
2969;7985;Ashley Bryant;17.05.1991;GBR;2;Firenze (Stadio Ridolfi);03.05.2013;0.030484787;-0.650182494;-0.543772375;-0.158280362;1.018458292;0.507768718;-0.31588271;-0.077135316;1.937433237;0.613724719;1;0;0
2970;7727;Pawel Wiesiolek;13.08.1991;POL;3;Firenze (Stadio Ridolfi);03.05.2013;0.198191939;0.191677896;-0.450636167;1.352909285;-0.215833575;-0.457878904;-0.31588271;-0.273393384;-0.022486071;-0.098066578;1;3;3
2971;7500;Michele Calvi;07.06.1990;ITA;4;Firenze (Stadio Ridolfi);03.05.2013;0.662611744;-0.672048998;0.469083889;-1.319049221;-0.003884466;0.740856075;-0.520640507;-0.66590952;0.212704246;-0.869888466;0;2;4
2972;8293;Johannes Hock;24.03.1992;GER;1;Waco. TX;04.05.2013;0.933523297;0.771140242;1.039543164;-0.256836208;0.008583128;-0.002803588;2.583056631;0.207100507;0.918275197;-0.261006754;0;2;4
2973;8001;Dakotah Keys;27.09.1991;USA;1;Los Angeles (Loker Stadium). CA;05.05.2013;0.469103492;0.027679119;-0.893033156;1.243402789;-0.751940143;0.352377147;-1.436662232;0.63345424;1.388655831;0.845271286;1;3;3
2974;7998;Jeremy Taiwo;15.01.1990;USA;2;Los Angeles (Loker Stadium). CA;05.05.2013;0.430401841;0.027679119;-0.264363751;1.243402789;0.74417121;0.163687381;-0.337436162;0.430428653;-1.316032814;1.308364419;1;3;3
2975;7721;Mikhail Logvinenko;19.04.1984;RUS;1;Adler;09.05.2013;-0.472636669;-0.103519903;0.271169446;0.038831331;0.133259074;0.396774738;0.179846694;0.63345424;-1.972605782;0.339299159;1;2;4
2976;7675;Aleksandr Frolov;17.05.1990;RUS;2;Adler;09.05.2013;-0.666144921;-0.311251688;0.690282383;0.64111706;-1.736880117;-1.023948199;0.546255384;0.430428653;-0.130281633;0.167783184;0;2;4
2977;7678;Clayton Chaney;16.09.1989;USA;1;Houston. TX;10.05.2013;0.146589738;0.377543177;-0.252721725;0.235943024;-0.278171548;0.574365106;-0.121901639;-0.374906178;-0.414469932;-0.312461547;1;3;3
2978;8157;Yordani García;21.11.1988;CUB;1;La Habana (Estadio Panamericano);10.05.2013;1.772059056;-0.38778445;0.434157811;0.838228753;0.482351723;1.195931391;0.115186337;0.227403065;0.643886494;0.279268568;0;3;3
2979;7967;José Angel Mendieta;16.10.1991;CUB;2;La Habana (Estadio Panamericano);10.05.2013;1.772059056;-0.311251688;1.132679372;-0.355392055;0.544689697;1.195931391;0.169069968;-0.17188059;0.447894563;-0.415371132;0;2;4
2980;7854;Manuel A. González;23.03.1993;CUB;3;La Habana (Estadio Panamericano);10.05.2013;0.28849579;0.475942443;0.713566435;0.531610564;-0.951421657;0.074892198;-1.447438959;0.63345424;0.340099001;0.785240694;1;3;3
2981;7520;Nathanael Franks;08.11.1991;USA;3;Columbia. MO;12.05.2013;-0.085620165;-0.256585429;-0.415710089;0.038831331;0.357675777;-0.96845121;-0.434426698;-0.66590952;-0.835852584;1.016787261;1;3;3
2982;7640;Zach Ziemek;23.02.1993;USA;1;Columbus. OH;12.05.2013;1.462445853;1.295936329;-0.718402766;-0.552503748;-0.36544471;-0.324686128;-0.402096519;0.843247348;-0.522265494;-1.727468343;0;3;3
2983;7767;Tom Bechert;02.07.1987;GER;1;Princeton. NJ;12.05.2013;-0.58874162;-0.650182494;-0.03152323;0.531610564;-0.128560412;0.108190392;-0.046464556;1.154553249;-1.10044169;0.167783184;1;0;0
2984;7989;Carlos Chinin;03.05.1985;BRA;1;São Paulo (IDCM);12.05.2013;0.469103492;0.104211881;0.166391212;0.433054717;0.033518318;0.774154269;0.19062342;0.024377478;-0.208678405;0.562269927;1;3;3
2985;7563;Martin Roe;01.04.1992;NOR;2;Oslo (Bislett);20.05.2013;0.172390838;-0.333118191;0.795060617;-0.256836208;-0.664666981;-1.967397025;0.804896812;-0.760654794;0.477293353;0.064873599;0;2;4
2986;8427;Michael Schrader;01.07.1987;GER;1;Ulm;23.05.2013;1.707556305;1.755132905;0.562220097;-0.651059595;-0.016352061;1.162633197;0.740236455;0.430428653;0.820279232;0.613724719;0;3;3
2987;7831;Matthias Prey;09.08.1988;GER;2;Ulm;23.05.2013;0.430401841;1.263136573;1.447014075;-1.505210264;-0.228301169;0.352377147;0.998877884;-0.760654794;-0.316473967;-0.149521371;0;2;4
2988;7612;J. Patrick Smith;28.04.1991;USA;1;Pueblo. CO;24.05.2013;1.23023595;0.88047276;-1.591554718;-0.059724515;0.28287021;-0.124896965;-1.04870009;-0.17188059;0.124507877;-0.621190302;1;3;3
2989;8307;Damian Warner;04.11.1989;CAN;1;Götzis (Mösle-Stadium);26.05.2013;2.197777211;0.618074716;-0.287647803;1.243402789;0.145726669;1.30692537;0.158293242;-0.056832757;0.800680039;0.227813775;0;3;3
2990;8182;Carlos Chinin;03.05.1985;BRA;2;Götzis (Mösle-Stadium);26.05.2013;0.843219446;0.213544399;0.469083889;-0.256836208;0.731703616;0.87404885;0.729459729;0.552244005;-0.159680422;0.502239335;0;2;4
2991;8136;Gunnar Nixon;13.01.1993;USA;3;Götzis (Mösle-Stadium);26.05.2013;0.520705692;0.15887814;-0.485562245;1.867589817;0.532222102;0.418973534;-0.121901639;0.14619283;0.39889658;0.613724719;1;3;3
2992;8075;Adam Sebastian Helcelet;27.10.1991;CZE;4;Götzis (Mösle-Stadium);26.05.2013;0.146589738;0.39940968;0.725208461;0.64111706;-0.303106737;0.696458483;-0.294329258;0.349218418;0.986872373;-0.046611785;0;3;3
2993;7975;Eduard Mikhan;07.06.1989;BLR;5;Götzis (Mösle-Stadium);26.05.2013;1.101230449;-0.38778445;0.329379576;0.038831331;0.44494894;0.396774738;1.203635681;-0.056832757;-0.728057022;0.390753951;0;2;4
2994;7960;Norman Müller;07.08.1985;GER;6;Götzis (Mösle-Stadium);26.05.2013;0.094987538;0.377543177;0.166391212;0.334498871;0.133259074;0.00829581;0.363051039;0.349218418;-0.316473967;0.502239335;0;3;3
2995;7878;Massimo Bertocchi;27.09.1985;CAN;7;Götzis (Mösle-Stadium);26.05.2013;0.094987538;-0.803248019;1.016259112;0.334498871;-0.602329008;0.851850054;1.710141811;0.349218418;-0.238077195;-1.170041423;0;2;4
2996;7837;Ashley Bryant;17.05.1991;GBR;8;Götzis (Mösle-Stadium);26.05.2013;-0.356531718;0.475942443;-0.217795647;-1.121937528;0.968587913;0.130389188;0.007419075;-0.253090825;1.114267128;0.227813775;1;3;3
2997;7689;Jake Arnold;03.01.1984;USA;1;Dallas. TX;02.06.2013;-0.472636669;-2.027772222;0.306095524;-0.355392055;-0.377912305;0.851850054;1.00965461;0.944760141;0.222503843;-1.118586631;0;2;4
2998;7631;Derek Masterson;30.01.1990;USA;2;Dallas. TX;02.06.2013;-0.666144921;-0.38778445;0.166391212;-0.355392055;-0.789342927;-0.269189139;0.513925206;-0.077135316;0.800680039;-0.36391634;0;2;4
2999;7603;Rudy Bourguignon;16.07.1979;FRA;;Grenoble;02.06.2013;-0.330730617;-1.10937907;0.748492513;-0.552503748;-1.375319873;-1.001749403;0.751013181;0.531941447;0.761481652;-0.466825925;0;2;4
3000;7808;Keisuke Ushiro;24.07.1986;JPN;1;Nagano;02.06.2013;-1.324072978;-0.365917947;-0.054807282;0.64111706;-0.352977115;-1.057246393;0.244507051;0.63345424;1.1926639;0.227813775;1;0;0
3001;7723;Akihiko Nakamura;23.10.1990;JPN;2;Nagano;02.06.2013;-0.046918514;0.672740975;-1.638122822;0.334498871;1.492226887;0.851850054;-1.695303661;0.430428653;-2.158798116;1.248333828;1;3;3
3002;8141;Yordani García;21.11.1988;CUB;1;Ottawa. CAN;02.06.2013;0.959324397;0.290077162;0.422515784;0.64111706;0.208064642;0.896247646;-0.111124913;0.430428653;0.300900615;0.116328391;0;3;3
3003;7647;Janis Jansons;25.05.1990;LAT;1;Valmiera;02.06.2013;0.469103492;0.585274961;1.121037346;1.243402789;-0.776875332;0.507768718;-0.208115448;-0.760654794;-1.306233218;-1.024252844;0;2;4
3004;8354;Ilya Shkurenev;11.01.1991;RUS;1;Cheboksary;06.06.2013;0.546506793;0.989805278;-0.124659439;0.838228753;0.270402615;1.007241626;0.664799372;1.472626669;-0.218478002;0.279268568;0;3;3
