ID,Deca,Competitor,DOB,Nat,Pos,Venue,Date,100m,Long_Jump,Shot_Put,High_Jump,400m,110m_Hurdles,Discus_Throw,Pole_Vault,Javelin_Throw,1500m,1500m_secs,100m_pts,Long_Jump_pts,Shot_Put_pts,High_Jump_pts,400_pts,110m_Hurdles_pts,Discus_Throw_pts,Pole_Vault_pts,Javelin_Throw_pts,1500m_pts,100m_dev,Long_Jump_dev,Shot_Put_dev,High_Jump_dev,400m_dev,110m_Hurdles_dev,Discus_Throw_dev,Pole_Vault_dev,Javelin_Throw_dev,1500m_dev
2471,8239,Jamie Adjetey-Nelson,5/20/1984,CAN,3,Kladno,6/16/2010,"10,76","7,61","14,89","2,09","49,7","14,62","49,17","4,4","62,74",04:52.28,"292,00",915,963,783,887,829,897,854,731,780,607,"0,9851254974","1,186603811","0,666998331","1,243402789","0,07092110133","0,3301783507","1,537714192","-0,3749061778","0,790880442","-0,5696503619"
2472,8186,Maurice Smith,9/28/1980,JAM,4,Kladno,6/16/2010,"10,79","7,15","15,15","1,94","48,25","14,2","53,02","4,6","60,14",04:58.05,"298,00",908,850,799,750,898,949,934,790,740,572,"0,8948216464","-0,04885364418","0,8532707473","-0,2568362084","0,9311851294","0,9073470442","2,399852286","0,02437747777","0,3988965804","-0,8697753555"
2473,8159,Jake Arnold,1/3/1984,USA,5,Kladno,6/16/2010,"10,99","6,92","15,34",2,"49,13","14,11","48,15",5,"58,56",04:50.71,"291,00",863,795,811,804,856,961,832,911,717,613,"0,3142968899","-0,6501824939","0,9929750596","0,3344988707","0,4075461558","1,04053982","1,300626216","0,8432473476","0,17350586","-0,518200363"
2474,8091,Brent Newdick,1/31/1985,NZL,6,Kladno,6/16/2010,"11,08","7,37","13,96","1,91","49,4","14,71","46,68","4,7","64,09",04:29.35,"269,00",843,903,726,723,843,885,802,820,800,752,"0,05628588707","0,5306087019","0,003402847652","-0,552503748","0,2454674259","0,1969855753","0,9773244312","0,2274030653","0,9868723728","0,6737246117"
2475,7999,Eduard Mikhan,6/7/1989,BLR,7,Kladno,6/16/2010,"10,94","7,4","13,89","1,94","48,47","14,38","44,36","4,6","52,75",04:27.84,"268,00",875,911,722,750,887,927,754,790,630,758,"0,4691034917","0,6180747164","-0,04316525644","-0,2568362084","0,7940415887","0,6631602892","0,4600415747","0,02437747777","-0,6790590389","0,7251746106"
2476,7930,Vasiliy Kharlamov,1/8/1986,RUS,8,Kladno,6/16/2010,"11,28","7,34","14,75","1,91","50,37","15,15","46,78","4,9","59,77",04:38.25,"278,00",800,896,775,723,798,832,804,880,735,693,"-0,4984377691","0,4540759392","0,5738621228","-0,552503748","-0,3155743316","-0,3912825162","0,9988778835","0,6334542404","0,3498985977","0,1677996224"
2477,7817,Marcin Drózdz,3/21/1983,POL,9,Kladno,6/16/2010,"11,28","7,08","13,43","2,09","51,09","14,76","44,88",5,"57,78",04:56.04,"296,00",800,833,694,887,766,879,765,911,705,583,"-0,4984377691","-0,234718925","-0,3691419851","1,243402789","-0,7145373591","0,1303891876","0,5785855627","0,8432473476","0,05591070155","-0,7754503575"
2478,7657,Iván Scolfaro da Silva,7/30/1982,BRA,10,Kladno,6/16/2010,"11,36","7,01",13,2,50,"14,75","40,3","4,6","59,10",04:35.46,"275,00",783,817,668,804,815,880,671,790,725,713,"-0,7177471215","-0,409650954","-0,6718346617","0,3344988707","-0,1036252232","0,1414885855","-0,4344266979","0,02437747777","0,2519026323","0,3392996188"
2479,7539,Hamdi Dhouibi,1/24/1982,TUN,12,Kladno,6/16/2010,"11,12","6,81","14,1","1,82","48,88","14,69","43,9","4,6","50,83",04:41.75,"282,00",835,769,735,645,867,888,745,790,601,668,"-0,04691851407","-0,934447041","0,1081810819","-1,406654418","0,5446896965","0,2302837691","0,3630510391","0,02437747777","-0,9632473386","-0,046575373"
2480,8288,Yordani García,11/21/1988,CUB,1,Ratingen,6/20/2010,"10,89","6,89","14,86","2,09","49,43","14,3","45,52","4,8","69,17",04:42.27,"282,00",886,788,782,887,842,937,778,850,877,668,"0,6110095432","-0,7267152566","0,655356305","1,243402789","0,2329998313","0,7741542687","0,7186830029","0,4304286529","1,741441306","-0,046575373"
2481,8243,Leonel Suárez,9/1/1987,CUB,2,Ratingen,6/20/2010,"11,32","7,38","13,77","2,06","48,75","14,63","43,86","4,7","68,99",04:26.10,"266,00",791,906,715,859,874,895,744,820,874,772,"-0,6145427204","0,5634084574","-0,1246594386","0,9367845995","0,6319628588","0,3079795548","0,3522743129","0,2274030653","1,712042517","0,845224608"
2482,7713,Dominik Distelberger,3/16/1990,AUT,3,Ratingen,6/20/2010,"10,99","7,64","10,7","1,85","47,94","14,55","37,48","4,6","57,28",04:27.10,"267,00",863,970,528,671,913,905,614,790,698,765,"0,3142968899","1,263136573","-2,301718305","-1,121937528","1,118199049","0,4189735343","-1,04870009","0,02437747777","-0,01268647423","0,7851996093"
2483,7609,Norman Müller,8/7/1985,GER,6,Ratingen,6/20/2010,"11,29","7,31","14,43","1,94","48,77","15,49","38,16","4,4","60,70",04:44.63,"285,00",798,889,755,750,873,792,628,731,749,650,"-0,5242388694","0,3775431765","0,3410216023","-0,2568362084","0,6194952642","-0,8352584342","-0,8978259235","-0,3749061778","0,4870929493","-0,2009253697"
2484,7565,Steffen Kahlert,5/30/1987,GER,7,Ratingen,6/20/2010,"11,52","6,88","13,52","1,88","51,22","14,83","37,85","5,2","53,34",04:25.11,"265,00",749,786,699,697,760,871,621,973,639,778,"-1,156365826","-0,7485817602","-0,310931855","-0,837220638","-0,7893429268","0,04159400395","-0,9732630068","1,262833562","-0,5908626701","0,8966746069"
2485,7820,Simon Walter,3/13/1985,SUI,1,Hengelo (Blankers-Koen Stadion),6/27/2010,"11,16","7,07","13,31","2,01","48,9","15,02","41,12","4,8","58,72",04:37.22,"277,00",826,831,687,813,867,848,688,850,719,700,"-0,1630234654","-0,2565854286","-0,4506361673","0,4330547173","0,5446896965","-0,2136921489","-0,2512223529","0,4304286529","0,1931050531","0,2278246212"
2486,7759,Dawid Pyra,3/27/1987,POL,2,Hengelo (Blankers-Koen Stadion),6/27/2010,"11,06","7,19","13,17","2,04","48,56","14,78","38,29","4,8","53,34",04:43.23,"283,00",848,860,678,841,883,877,630,850,639,662,"0,1207886378","0,06047887395","-0,5554144015","0,7396729065","0,7441712103","0,1081903917","-0,8762724712","0,4304286529","-0,5908626701","-0,09802537191"
2487,7621,William Frullani,9/21/1979,ITA,3,Hengelo (Blankers-Koen Stadion),6/27/2010,"11,06","7,06","13,17","2,04","49,9","14,74","43,43","4,6","57,30",05:09.55,"310,00",848,828,678,841,820,882,735,790,698,504,"0,1207886378","-0,2893851841","-0,5554144015","0,7396729065","-0,04128725016","0,1636873814","0,2552837774","0,02437747777","-0,01268647423","-1,452875343"
2488,7589,Krzysztof Plaskota,11/6/1985,POL,4,Hengelo (Blankers-Koen Stadion),6/27/2010,"11,35","7,33","14,25","2,07","50,29","14,82","42,6","3,8","60,75",04:53.25,"293,00",785,894,744,869,802,872,718,563,750,601,"-0,6919460212","0,4322094356","0,2129593161","1,046291096","-0,2657039531","0,0526934019","0,07207943236","-1,511849468","0,4968925458","-0,6211003608"
2489,8110,Nadir El Fassi,9/23/1983,FRA,1,Saint-Étienne,6/27/2010,"11,1","7,32","13,98","2,04","50,43","14,54","41,22","4,9","59,31",04:19.17,"259,00",839,891,728,841,795,906,690,880,728,819,"0,004683686502","0,3994096802","0,0266868997","0,7396729065","-0,3529771154","0,4300729322","-0,2296689006","0,6334542404","0,281301422","1,248249599"
2490,7558,Benjamin Coin,12/8/1988,FRA,3,Saint-Étienne,6/27/2010,"11,65","6,84","15,31","1,98","51,61","15,05","42,55","4,5","63,70",04:51.33,"291,00",722,776,809,786,742,844,717,761,794,613,"-1,50468068","-0,8579142784","0,9696910076","0,1373871777","-1,01375963","-0,2580897407","0,06130270618","-0,1718805902","0,9280747936","-0,518200363"
2491,8313,Romain Barras,8/1/1980,FRA,1,Tallinn,6/27/2010,"11,2","7,13","15,2","1,98","49,29","14,13","45,43",5,"63,71",04:25.03,"265,00",817,845,802,786,848,958,776,911,794,778,"-0,2791284166","-0,1035199032","0,8881968254","0,1373871777","0,3078053989","1,007241626","0,6971295506","0,8432473476","0,9280747936","0,8966746069"
2492,8198,Mikk Pahapill,7/18/1983,EST,2,Tallinn,6/27/2010,"11,08","7,4","14,44","2,01","50,89","14,22","48,91","4,9","62,05",04:43.21,"283,00",843,911,756,813,775,947,848,880,769,662,"0,05628588707","0,6180747164","0,3526636283","0,4330547173","-0,6023290076","0,8851482483","1,473053835","0,6334542404","0,6830848801","-0,09802537191"
2493,8023,Andres Raja,6/2/1982,EST,3,Tallinn,6/27/2010,"10,97","7,43","14,8","1,98","49,45","13,84","41,84","4,7","56,38",04:47.21,"287,00",868,918,778,786,841,996,703,820,684,637,"0,3787996407","0,6946074791","0,6087882009","0,1373871777","0,2205322367","1,429018748","-0,08957146029","0,2274030653","-0,1498808258","-0,3124003674"
2494,7921,Igor Šarcevic,8/25/1984,SRB,1,Tel Aviv,6/27/2010,"11,19","7,52","14,22","1,95","50,16","14,8","42,2","5,1","57,39",04:47.72,"288,00",819,940,742,759,808,874,710,942,699,631,"-0,2533273164","0,935139019","0,189675264","-0,1582803619","-0,1908983855","0,0748921978","-0,01413437705","1,053040455","-0,002886877692","-0,3638503663"
2495,7624,Tiago Marto,5/5/1986,POR,2,Tel Aviv,6/27/2010,"11,13","7,34","12,47","1,98","51,15","14,73","39,87","4,4","58,60",04:33.53,"274,00",832,896,635,786,763,883,662,731,717,719,"-0,0856201645","0,4540759392","-1,05602152","0,1373871777","-0,7519401429","0,1747867794","-0,5314172335","-0,3749061778","0,17350586","0,3907496177"
2496,7564,Thomas van der Plaetsen,12/24/1990,BEL,3,Tel Aviv,6/27/2010,"11,27","7,57","11,92","2,04","50,33","15,02","36,24","4,8","56,42",04:52.87,"293,00",802,953,602,841,800,848,589,850,685,601,"-0,4726366688","1,077271293","-1,440208379","0,7396729065","-0,2906391424","-0,2136921489","-1,318118244","0,4304286529","-0,1400812293","-0,6211003608"
2497,7547,Stephen Cain,7/23/1984,AUS,1,Cairns (Barlow Park),7/4/2010,"11,59","7,05",14,"1,86","50,21","14,6","40,37","4,5","63,91",04:40.57,"281,00",734,826,729,679,805,899,673,761,797,675,"-1,349874079","-0,3112516877","0,03832892572","-1,034332331","-0,2283011693","0,3523771466","-0,4128732456","-0,1718805902","0,9574735832","0,01344962572"
2498,7518,Jarrod Sims,11/6/1984,AUS,2,Cairns (Barlow Park),7/4/2010,"11,3","6,9","13,3","2,01","49,78","14,8","40,45","4,6","55,34",04:45.39,"285,00",795,791,686,813,825,874,674,790,668,650,"-0,5629405198","-0,6939155012","-0,4622781933","0,4330547173","0,02105072289","0,0748921978","-0,4020965194","0,02437747777","-0,3066743704","-0,2009253697"
2499,8057,Florian Geffrouais,12/5/1988,FRA,1,Valence,7/9/2010,11,"7,25","14,72","1,96","49,51","15,09","43,09","4,7","62,12",04:23.25,"263,00",861,874,773,768,838,839,728,820,770,792,"0,2884957897","0,2135443993","0,5505780707","-0,05972451536","0,1831294528","-0,3135867305","0,1798466941","0,2274030653","0,6928844766","1,016724604"
2500,7831,Franck Logel,1/8/1985,FRA,2,Valence,7/9/2010,"11,05","7,42","13,22","1,99","48,94","14,57","40,29","4,9","49,45",04:37.70,"278,00",850,916,681,795,865,903,671,880,581,693,"0,1465897381","0,6727409755","-0,5204883234","0,2359430242","0,5197545073","0,3967747384","-0,4344266979","0,6334542404","-1,159239269","0,1677996224"
2501,7643,Quentin Jammier,7/24/1988,FRA,3,Valence,7/9/2010,"11,63","7,15","14,1","2,02","51,01","15,68","42,02","4,6","56,55",04:22.89,"263,00",726,850,735,822,769,770,706,790,687,792,"-1,45307848","-0,04885364418","0,1081810819","0,5316105638","-0,6771345753","-1,079445189","-0,05724128176","0,02437747777","-0,1204820362","1,016724604"
2502,7836,Edgars Erinš,6/18/1986,LAT,1,Kose,7/10/2010,"10,89",7,"14,79","1,95","50,06","14,97","41,53","4,44","60,55",04:28.91,"269,00",886,814,777,759,812,854,696,743,747,752,"0,6110095432","-0,4424507095","0,5971461748","-0,1582803619","-0,141028007","-0,1470957612","-0,1650085435","-0,2936959427","0,4674937562","0,6737246117"
2503,7783,Mikhail Logvinenko,4/19/1984,RUS,2,Asikkala,7/15/2010,"11,31","7,11","13,21","1,96","49,03","14,22","44,64","4,9","43,90",04:27.89,"268,00",793,840,681,768,860,947,760,880,499,758,"-0,5887416201","-0,1581861623","-0,5204883234","-0,05972451536","0,4574165342","0,8851482483","0,5247019318","0,6334542404","-1,962806186","0,7251746106"
2504,8453,Romain Barras,8/1/1980,FRA,1,Barcelona (Estadio Olímpico),7/29/2010,"11,09","7,24","15,15","2,04","48,33","14,22","44,51","5,05","65,77",04:28.43,"268,00",841,872,799,841,894,947,757,926,826,758,"0,03048478679","0,1916778957","0,8532707473","0,7396729065","0,881314751","0,8851482483","0,4923717532","0,9447601414","1,241661883","0,7251746106"
2505,8436,Eelco Sintnicolaas,4/7/1987,NED,2,Barcelona (Estadio Olímpico),7/29/2010,"10,71","7,54","13,12","1,95","47,88","14,33","42,43","5,45","62,57",04:30.31,"270,00",927,945,675,759,915,933,715,1052,777,745,"1,139932099","0,9898052781","-0,5903404795","-0,1582803619","1,143134238","0,7297566769","0,03974925383","1,797467609","0,7614816524","0,613699613"
2506,8370,Andrei Krauchanka,1/4/1986,BLR,3,Barcelona (Estadio Olímpico),7/29/2010,"11,26","7,76","14,32","2,1","49,01","14,21","45,48","5,05","58,05",04:36.66,"277,00",804,1000,748,897,861,948,777,926,709,700,"-0,4468355685","1,591134128","0,2595274202","1,352909285","0,4698841289","0,8962476462","0,7079062768","0,9447601414","0,09510908771","0,2278246212"
2507,8298,Mikk Pahapill,7/18/1983,EST,4,Barcelona (Estadio Olímpico),7/29/2010,"11,18","7,67","14,93","2,07","50,13","14,38","46,79","4,95","59,23",04:38.99,"279,00",821,978,786,869,809,927,804,896,727,687,"-0,2275262161","1,350602588","0,701924409","1,046291096","-0,1784307909","0,6631602892","0,9988778835","0,7417345538","0,2715018254","0,1163496235"
2508,8072,Hans van Alphen,1/12/1982,BEL,5,Barcelona (Estadio Olímpico),7/29/2010,"11,2","7,26","15,08","1,89","49,44","14,89","47,67","4,75","58,47",04:21.06,"261,00",817,877,795,705,841,863,822,835,715,805,"-0,2791284166","0,2463441548","0,8067026433","-0,749615441","0,2205322367","-0,04720117967","1,192858955","0,3289158591","0,1539066669","1,128199602"
2509,8032,Darius Draudvila,3/29/1983,LTU,6,Barcelona (Estadio Olímpico),7/29/2010,"10,71","7,52","15,08","2,04","48,43","14,29","44,53","4,55","52,59",05:02.17,"302,00",927,940,795,841,889,938,758,775,628,549,"1,139932099","0,935139019","0,8067026433","0,7396729065","0,8189767779","0,7852536667","0,5031484794","-0,07713531601","-0,698658232","-1,067000351"
2510,8029,Aleksey Drozdov,12/3/1983,RUS,7,Barcelona (Estadio Olímpico),7/29/2010,"11,16","7,35","15,89","2,07","50,88","15,63","44,39","4,85","60,74",04:40.46,"280,00",826,898,845,869,775,775,755,865,749,681,"-0,1630234654","0,4759424429","1,388803944","1,046291096","-0,6023290076","-1,023948199","0,4708183009","0,5319414467","0,4870929493","0,06489962463"
2511,7999,Eduard Mikhan,6/7/1989,BLR,8,Barcelona (Estadio Olímpico),7/29/2010,"10,84","7,47","13,34","1,92","48,09","14,37","45,04","4,65","53,39",04:34.90,"275,00",897,928,688,732,905,928,768,805,639,713,"0,7529155948","0,8039399973","-0,4389941412","-0,4539479015","1,018458292","0,6742596872","0,6109157412","0,1258902715","-0,5908626701","0,3392996188"
2512,7995,Igor Šarcevic,8/25/1984,SRB,9,Barcelona (Estadio Olímpico),7/29/2010,"10,98","7,36","13,96","2,01","49,64","14,23","39,69","5,05","55,23",04:42.41,"282,00",866,901,726,813,832,946,659,926,667,668,"0,3529985404","0,5087421983","0,003402847652","0,4330547173","0,1083238852","0,8740488503","-0,5637474121","0,9447601414","-0,316473967","-0,046575373"
2513,7991,Andres Raja,6/2/1982,EST,10,Barcelona (Estadio Olímpico),7/29/2010,11,"7,38","13,9","2,04","49,12","14,2","39,64","4,55","59,34",04:37.13,"277,00",861,906,723,841,856,949,658,775,728,700,"0,2884957897","0,5634084574","-0,03152323042","0,7396729065","0,4075461558","0,9073470442","-0,5745241382","-0,07713531601","0,281301422","0,2278246212"
2514,7981,Ingmar Vos,5/28/1986,NED,11,Barcelona (Estadio Olímpico),7/29/2010,"10,95","7,56","14,06","2,01","50,64","14,63","41,76","4,55","61,66",04:37.50,"278,00",872,950,733,813,786,895,701,775,763,693,"0,4304018412","1,044471537","0,08489702981","0,4330547173","-0,4651854669","0,3079795548","-0,1111249126","-0,07713531601","0,6242873009","0,1677996224"
2515,7906,Nadir El Fassi,9/23/1983,FRA,12,Barcelona (Estadio Olímpico),7/29/2010,"11,16","7,42","13,79","1,89","50,2","14,65","41,53","4,95","52,68",04:17.25,"257,00",826,916,716,705,806,893,696,896,629,833,"-0,1630234654","0,6727409755","-0,1130174126","-0,749615441","-0,2158335747","0,2857807589","-0,1650085435","0,7417345538","-0,6888586355","1,368299597"
2516,7844,Vasiliy Kharlamov,1/8/1986,RUS,13,Barcelona (Estadio Olímpico),7/29/2010,"11,39","7,28","14,67","1,92","49,38","14,95","46,74","4,65","57,94",04:40.96,"281,00",776,881,770,732,844,856,803,805,707,675,"-0,8080509725","0,290077162","0,5156519927","-0,4539479015","0,2579350205","-0,1248969653","0,9881011574","0,1258902715","0,07550989463","0,01344962572"
2517,7714,Lars Rise,11/23/1988,NOR,15,Barcelona (Estadio Olímpico),7/29/2010,"11,46","7,03","15,46","1,95","50,47","15,66","38,03","4,45","71,71",04:36.04,"276,00",761,821,818,759,794,772,625,746,916,706,"-1,001559225","-0,3659179468","1,074469242","-0,1582803619","-0,36544471","-1,057246393","-0,9301561021","-0,273393384","2,123625571","0,2792746201"
2518,7663,Daniel Almgren,11/30/1979,SWE,17,Barcelona (Estadio Olímpico),7/29/2010,"11,14","7,29","14,18","1,89","48,34","15,29","37,51","4,35","53,95",04:18.64,"259,00",830,884,740,705,893,815,615,717,648,819,"-0,1114212648","0,3228769175","0,166391212","-0,749615441","0,8688471564","-0,5799722813","-1,037923364","-0,469651452","-0,5026663012","1,248249599"
2519,7524,Atis Vaisjuns,9/27/1982,LAT,19,Barcelona (Estadio Olímpico),7/29/2010,"11,55","6,9","14,76","1,98","51,86","15,17","45,46","4,75","59,23",05:04.22,"304,00",743,791,775,786,731,830,777,835,727,537,"-1,233769127","-0,6939155012","0,5738621228","0,1373871777","-1,15090317","-0,4134813121","0,7079062768","0,3289158591","0,2715018254","-1,169900349"
2520,8148,Larbi Bourrada,5/10/1988,ALG,1,Nairobi,7/29/2010,"10,78","7,43","13,59","2,04","47,35","14,82","36,3","4,8","65,53",04:36.04,"276,00",911,918,704,841,941,872,590,850,822,706,"0,9335232968","0,6946074791","-0,2527217249","0,7396729065","1,467291698","0,0526934019","-1,307341518","0,4304286529","1,202463497","0,2792746201"
2521,7818,Mourad Souissi,7/7/1984,ALG,2,Nairobi,7/29/2010,"11,12","7,22","14,53","1,92","47,64","14,55","41,73","4,6","54,31",04:44.74,"285,00",835,867,761,732,927,905,700,790,653,650,"-0,04691851407","0,1370116366","0,4108737585","-0,4539479015","1,292745373","0,4189735343","-0,1219016388","0,02437747777","-0,4536683185","-0,2009253697"
2522,7100,Guillaume Thierry,9/15/1986,MUS,3,Nairobi,7/29/2010,"11,5","6,97","13,68","1,83","52,34","15,35","41,03","4,2","60,99",05:02.0,"302,00",753,807,709,653,710,808,686,674,753,549,"-1,104763626","-0,5189834721","-0,1945115947","-1,319049221","-1,412722657","-0,657668067","-0,2727758053","-0,7606547941","0,5262913355","-1,067000351"
2523,7072,Ali Kamé,5/21/1984,MAD,4,Nairobi,7/29/2010,"11,39","7,16","12,27","2,01","55,86","15,09","36,38","4,3","57,35",04:50.9,"291,00",776,852,623,813,565,839,592,703,699,613,"-0,8080509725","-0,02698714055","-1,195725833","0,4330547173","-3,220523876","-0,3135867305","-1,285788066","-0,5643967262","-0,002886877692","-0,518200363"
2524,5940,Washington Nyakundi,,KEN,5,Nairobi,7/29/2010,"11,43","5,96","10,03","1,8",50,"16,29","28,42","2,8","44,19",04:33.6,"274,00",768,578,488,628,815,701,434,310,504,719,"-0,9112553737","-3,022698137","-2,767399346","-1,592815461","-0,1036252232","-1,845303648","-2,988510802","-3,224031923","-1,913808203","0,3907496177"
2525,5523,Cornelius Rotich,,KEN,6,Nairobi,7/29/2010,"12,44","5,73","10,75","1,77","52,7","17,66","42,12",,"45,45",04:19.7,"260,00",568,529,531,602,695,558,708,0,522,812,"-3,491365402","-3,558427476","-2,266792227","-1,877532351","-1,599736576","-3,432517555","-0,03568782941","-5,321962995","-1,737415465","1,188224601"
2526,8109,Maurice Smith,9/28/1980,JAM,1,MAIagüez,7/30/2010,"10,82","7,32","15,76","1,94","49,2","14,64","48,18","4,6","58,88",04:46.14,"286,00",902,891,837,750,852,894,833,790,722,643,"0,8174183455","0,3994096802","1,295667736","-0,2568362084","0,3576757774","0,2968801568","1,311402943","0,02437747777","0,2225038427","-0,2609503684"
2527,7506,Steven Marrero,3/21/1983,PUR,2,MAIagüez,7/30/2010,"11,3","6,73","14,23","1,91","49,6","16,27","48,26","4,8","53,92",04:48.12,"288,00",795,751,743,723,834,703,835,850,647,631,"-0,5629405198","-1,131245574","0,20131729","-0,552503748","0,1332590744","-1,823104852","1,332956395","0,4304286529","-0,5124658978","-0,3638503663"
2528,7601,Steffen Fricke,3/25/1983,GER,1,Quedlinburg,8/1/2010,"11,33","7,25","13,92","2,04","50,29","15,09","42,93","4,2","57,71",04:47.27,"287,00",789,874,724,841,802,839,725,674,704,637,"-0,6403438207","0,2135443993","-0,01988120439","0,7396729065","-0,2657039531","-0,3135867305","0,1475165156","-0,7606547941","0,04611110501","-0,3124003674"
2529,7679,Lassi Raunio,10/11/1983,FIN,1,Kajaani,8/6/2010,"11,12","6,77","14,88","1,93","51,13","14,6","45,04","4,65","59,99",04:54.59,"295,00",835,760,783,741,764,899,768,805,738,589,"-0,04691851407","-1,032846307","0,666998331","-0,3553920549","-0,7394725483","0,3523771466","0,6109157412","0,1258902715","0,3792973874","-0,7240003586"
2530,7646,Bin Yu,11/26/1985,CHN,1,Jinan,8/8/2010,"11,09","7,4","14,2","1,97","50,55","14,79","41,98","4,6","56,48",05:04.57,"305,00",841,911,741,777,790,876,705,790,686,532,"0,03048478679","0,6180747164","0,178033238","0,03883133117","-0,4153150885","0,0970909937","-0,06801800794","0,02437747777","-0,1302816327","-1,212775348"
2531,8090,Joe Detmer,9/3/1983,USA,1,MRZburg,8/8/2010,"10,91","7,39","12,08",2,"47,24","14,92","39,28","4,91","56,88",04:13.26,"253,00",881,908,612,804,947,860,650,883,692,861,"0,5465067925","0,585274961","-1,323788119","0,3344988707","1,542097265","-0,08049937352","-0,6607379476","0,6537567992","-0,07148405347","1,608399592"
2532,7799,Chris Helwick,3/18/1985,USA,2,MRZburg,8/8/2010,"11,43","7,21","12,58",2,"50,85","15,4","43,18","4,91","63,47",04:30.17,"270,00",768,864,642,804,776,802,730,883,791,745,"-0,9112553737","0,1042118812","-0,9745273383","0,3344988707","-0,589861413","-0,7242644547","0,2014001465","0,6537567992","0,898676004","0,613699613"
2533,7624,Simon Hechler,6/15/1988,GER,5,MRZburg,8/8/2010,"10,89","7,07","12,56","1,91","50,19","14,95","40,58","4,51","59,86",04:35.44,"275,00",886,831,641,723,806,856,677,764,736,713,"0,6110095432","-0,2565854286","-0,9861693643","-0,552503748","-0,2158335747","-0,1248969653","-0,3697663409","-0,1515780314","0,3596981943","0,3392996188"
2534,7589,Patrick Spinner,11/28/1985,GER,7,MRZburg,8/8/2010,"11,21","7,53","13,29","1,91","49,51","15,4","39,3","4,11","64,13",04:38.79,"279,00",815,943,685,723,838,802,651,649,801,687,"-0,3049295169","0,9679387745","-0,4739202193","-0,552503748","0,1831294528","-0,7242644547","-0,6499612215","-0,9298427838","0,9966719694","0,1163496235"
2535,8020,Andres Raja,6/2/1982,EST,1,Rakvere,8/19/2010,"10,96","7,44","14,4","2,02","49,48","14,02","43,44","4,6","57,95",04:51.09,"291,00",870,921,753,822,839,972,735,790,708,613,"0,4046007409","0,7274072346","0,3177375503","0,5316105638","0,1955970474","1,162633197","0,2552837774","0,02437747777","0,08530949117","-0,518200363"
2536,7808,Mikk-Mihkel Arro,3/28/1984,EST,2,Rakvere,8/19/2010,"11,01","7,31","14,54","1,9","50,83","14,85","45,08","4,6","57,86",04:40.41,"280,00",859,889,762,714,777,868,769,790,706,681,"0,2626946894","0,3775431765","0,4225157845","-0,6510595945","-0,5773938184","0,008295810091","0,6216924674","0,02437747777","0,06571029809","0,06489962463"
2537,7694,Tarmo Riitmuru,1/31/1986,EST,3,Rakvere,8/19/2010,"11,2","7,11","13,51","1,99","50,74","14,91","42,65","4,5","57,65",04:33.49,"273,00",817,840,699,795,781,861,719,761,703,726,"-0,2791284166","-0,1581861623","-0,310931855","0,2359430242","-0,52752344","-0,06939997557","0,08285615853","-0,1718805902","0,03631150847","0,4507746164"
2538,8003,Michael Schrader,7/1/1987,GER,1,Potsdam,8/27/2010,"11,03","7,41",13,"1,91","48,82","14,37","40,1",5,"57,94",04:26.93,"267,00",854,913,668,723,870,928,667,911,707,765,"0,1981919387","0,6399412201","-0,6718346617","-0,552503748","0,5820924803","0,6742596872","-0,4775336026","0,8432473476","0,07550989463","0,7851996093"
2539,7520,Koki Someya,8/18/1988,JPN,1,Tokyo,9/11/2010,"11,25","6,9","12,18","1,9","49,15","14,89","38,35","4,8","57,14",04:36.70,"277,00",806,791,618,714,855,863,632,850,695,700,"-0,4210344682","-0,6939155012","-1,253935963","-0,6510595945","0,3950785612","-0,04720117967","-0,8547190188","0,4304286529","-0,04208526385","0,2278246212"
2540,7765,Anderson Venâncio,1/6/1987,BRA,1,São Paulo,9/18/2010,"10,77","7,22","13,52","2,02","49,31","14,92","39,25","4,5","61,62",04:54.97,"295,00",913,867,699,822,847,860,650,761,763,589,"0,9593243971","0,1370116366","-0,310931855","0,5316105638","0,2953378043","-0,08049937352","-0,6607379476","-0,1718805902","0,6242873009","-0,7240003586"
2541,7708,Attila Zsivóczky-Pandel,4/29/1977,HUN,1,Budapest,9/19/2010,"11,71","6,73","15,5","1,99","50,61","15,15","47,65","4,4","61,41",04:36.16,"276,00",710,751,821,795,787,832,822,731,760,706,"-1,659487282","-1,131245574","1,10939532","0,2359430242","-0,4527178723","-0,3912825162","1,192858955","-0,3749061778","0,5948885112","0,2792746201"
2542,7512,Attila Szabó,7/16/1984,HUN,2,Budapest,9/19/2010,"11,21","7,15","14,08","1,9","50,6","15,1","43,09","4,6","60,89",05:09.27,"309,00",815,850,734,714,788,838,728,790,752,510,"-0,3049295169","-0,04885364418","0,09653905584","-0,6510595945","-0,4402502777","-0,3246861285","0,1798466941","0,02437747777","0,5164917389","-1,401425344"
2543,7979,Aleksandr Tabala,5/23/1986,RUS,1,Sochi,9/19/2010,"11,75","6,87","15,47","2,07","52,86","14,68","48,03",5,"62,77",04:35.04,"275,00",701,783,819,869,688,889,830,911,780,713,"-1,775592233","-0,7813815157","1,086111268","1,046291096","-1,687009739","0,2413831671","1,279072764","0,8432473476","0,790880442","0,3392996188"
